country,sub_region,language_1,language_2,language_3,ign,team_role,igl,standings,team_name_full,shorthand,agent_1,agent_2,agent_3,maps,k,d,a,kd,kda,acs_per_map,k_per_map,d_per_map,a_per_map
Vietnam,Vietnam,Vietnamese,,,Louboutin,Flex,FALSE,5th-6th,Team Big BAAM,BAAM,Killjoy,Omen,Sova,13,237,202,60,1.17,1.47,219,18.2,15.5,4.6
Vietnam,Vietnam,Vietnamese,,,Moef,Flex,FALSE,5th-6th,LAZY,LAZY,Jett,Raze,Reyna,13,209,201,32,1.03,1.19,235,16,15.4,2.4
Vietnam,Vietnam,Vietnamese,,,NamGoku,Flex,FALSE,4th,CyberKing Esports,CKE,Sova,Raze,Omen,15,163,234,56,0.69,0.93,161,10.8,15.6,3.7
Vietnam,Vietnam,Vietnamese,,,Nh0zKon,Support,FALSE,7th,Unicorn Cyber,UNC,Sova,Gekko,Viper,13,161,212,72,0.75,1.09,175,12.3,16.3,5.5
Vietnam,Vietnam,Vietnamese,,,Nhatthong2k,Flex,FALSE,5th-6th,Team Big BAAM,BAAM,Jett,Raze,Iso,17,298,287,63,1.03,1.25,234,17.5,16.8,3.7
Vietnam,Vietnam,Vietnamese,,,P1na,Smoker,FALSE,5th-6th,Team Big BAAM,BAAM,Viper,Omen,,17,260,257,135,1.01,1.53,202,15.2,15.1,7.9
Vietnam,Vietnam,Vietnamese,,,Palette,Smoker,FALSE,8th,Crocodile Tear,TEAR,Omen,Viper,Killjoy,9,112,124,70,0.9,1.46,182,12.4,13.7,7.7
Vietnam,Vietnam,Vietnamese,,,Pr0digy,Flex,FALSE,1st,Rapid Lofi,RLF,Brimstone,Sage,Iso,15,228,233,90,0.97,1.36,210,15.2,15.5,6
Vietnam,Vietnam,Vietnamese,,,Shaun,Flex,FALSE,4th,CyberKing Esports,CKE,Killjoy,Cypher,Sage,15,182,200,41,0.91,1.11,171,12.1,13.3,2.7
Vietnam,Vietnam,Vietnamese,,,SomeThai,Flex,FALSE,5th-6th,Team Big BAAM,BAAM,Sova,Skye,Fade,11,180,192,71,0.93,1.3,210,16.3,17.4,6.4
Vietnam,Vietnam,Vietnamese,,,Suka,Flex,FALSE,1st,Rapid Lofi,RLF,Sova,KAY/O,Breach,20,327,297,160,1.1,1.63,218,16.3,14.8,8
Vietnam,Vietnam,Vietnamese,,,Takoyaki,Flex,FALSE,8th,Crocodile Tear,TEAR,Breach,Viper,,2,21,21,6,1,1.28,168,10.5,10.5,3
Vietnam,Vietnam,Vietnamese,,,Ting2k5,Flex,FALSE,3rd,Team Flash,FPT,Jett,Cypher,Gekko,15,237,173,51,1.36,1.66,214,15.8,11.5,3.4
Vietnam,Vietnam,Vietnamese,,,Tripciew,Smoker,FALSE,1st,Rapid Lofi,RLF,Viper,Omen,Cypher,20,272,280,127,0.97,1.42,192,13.6,14,6.3
Vietnam,Vietnam,Vietnamese,,,Tyson1,Anchor,FALSE,7th,Unicorn Cyber,UNC,Cypher,Killjoy,Skye,13,165,202,70,0.81,1.16,167,12.6,15.5,5.3
Vietnam,Vietnam,Vietnamese,,,Viness,Flex,FALSE,3rd,Team Flash,FPT,Omen,Viper,Brimstone,15,195,192,124,1.01,1.66,198,13,12.8,8.2
Vietnam,Vietnam,Vietnamese,,,Vizz,Flex,FALSE,5th-6th,Team Big BAAM,BAAM,KAY/O,Breach,Skye,10,82,145,100,0.56,1.25,124,8.2,14.5,10
Vietnam,Vietnam,Vietnamese,,,YESicaN,Support,TRUE,2nd,Fancy United Esports,FCY,KAY/O,,,12,190,140,113,1.35,2.16,240,15.8,11.6,9.4
Vietnam,Vietnam,Vietnamese,,,alyaL,Flex,FALSE,3rd,Team Flash,FPT,Viper,Killjoy,Fade,15,260,189,81,1.37,1.8,250,17.3,12.6,5.4
Vietnam,Vietnam,Vietnamese,,,bbc,Flex,FALSE,8th,Crocodile Tear,TEAR,KAY/O,Killjoy,Jett,11,137,166,58,0.82,1.17,180,12.4,15,5.2
Vietnam,Vietnam,Vietnamese,,,bioforst,Anchor,FALSE,8th,Crocodile Tear,TEAR,Killjoy,Astra,Cypher,11,144,156,41,0.92,1.18,195,13,14.1,3.7
Vietnam,Vietnam,Vietnamese,,,bobae,Flex,FALSE,8th,Crocodile Tear,TEAR,Sova,Gekko,Fade,11,175,150,53,1.16,1.52,232,15.9,13.6,4.8
Vietnam,Vietnam,Vietnamese,,,dafam1,Flex,FALSE,7th,Unicorn Cyber,UNC,Omen,Clove,Viper,13,195,221,91,0.88,1.29,200,15,17,7
Vietnam,Vietnam,Vietnamese,,,f1cio,Flex,FALSE,2nd,Fancy United Esports,FCY,Gekko,Deadlock,Viper,12,185,155,74,1.19,1.67,226,15.4,12.9,6.1
Vietnam,Vietnam,Vietnamese,,,fuzzie,Flex,FALSE,4th,CyberKing Esports,CKE,Gekko,Breach,KAY/O,15,162,215,102,0.75,1.22,168,10.8,14.3,6.8
Vietnam,Vietnam,Vietnamese,,,hansia,Flex,FALSE,8th,Crocodile Tear,TEAR,Jett,Raze,Neon,11,184,160,42,1.14,1.41,247,16.7,14.5,3.8
Vietnam,Vietnam,Vietnamese,,,lilhieu,Flex,FALSE,7th,Unicorn Cyber,UNC,Raze,Jett,Iso,13,225,211,64,1.06,1.36,240,17.3,16.2,4.9
Vietnam,Vietnam,Vietnamese,,,nTK,Anchor,FALSE,5th-6th,LAZY,LAZY,Cypher,Killjoy,KAY/O,13,161,198,65,0.81,1.14,188,12.3,15.2,5
Vietnam,Vietnam,Vietnamese,,,rageee,Smoker,FALSE,4th,CyberKing Esports,CKE,Viper,Omen,Fade,15,204,214,86,0.95,1.35,201,13.6,14.2,5.7
Vietnam,Vietnam,Vietnamese,,,twilight,Anchor,FALSE,2nd,Fancy United Esports,FCY,Cypher,Viper,Killjoy,12,177,138,53,1.28,1.66,208,14.7,11.5,4.4
